Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2782,2016-06-20,2016-06-25,3,461,0,124,6,1,1825,2,13,967,21.8,2,0.0,6.104
1010,2015-04-18,2015-04-22,3,229,0,324,12,0,822,1,3,394,38.22,6,0.0,17.9634
1010,2015-04-18,2015-04-22,3,229,0,324,12,0,980,1,10,192,75.18,6,0.0,35.3346
1010,2015-04-18,2015-04-22,3,229,0,324,12,0,192,0,9,1029,6.16,2,0.0,2.9568
1010,2015-04-18,2015-04-22,3,229,0,324,12,0,100,0,5,760,89.99,1,0.0,17.0981
1787,2016-12-11,2016-12-17,3,390,1,329,30,1,904,1,8,122,15.26,7,0.0,6.2566
1787,2016-12-11,2016-12-17,3,390,1,329,30,1,1769,2,13,43,1029.95,5,0.0,298.6855
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,1306,1,14,824,208.56,6,0.0,52.14
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,1110,1,12,1830,32.4,5,0.0,15.552
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,115,0,5,1174,319.41,5,0.1,7.098
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,1061,1,12,159,14.56,2,0.0,6.9888
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,1520,2,0,915,30.0,2,0.0,3.3
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,692,1,3,1280,48.48,4,0.2,16.362
1873,2016-06-17,2016-06-18,0,731,0,488,30,1,531,1,2,1298,1.68,1,0.0,0.84
1271,2015-11-24,2015-11-30,3,438,0,266,3,3,1588,2,0,1599,13.98,2,0.0,6.1512
1271,2015-11-24,2015-11-30,3,438,0,266,3,3,677,1,3,66,25.824,6,0.2,9.3612
1271,2015-11-24,2015-11-30,3,438,0,266,3,3,1237,1,12,1731,146.73,3,0.0,68.9631
1271,2015-11-24,2015-11-30,3,438,0,266,3,3,153,0,9,1034,79.76,4,0.0,22.3328
4488,2015-04-30,2015-05-05,3,609,2,80,11,0,65,0,5,770,213.115,5,0.3,-15.2225
86,2014-12-05,2014-12-10,3,106,1,166,1,3,557,1,2,885,1113.024,8,0.2,111.3024
86,2014-12-05,2014-12-10,3,106,1,166,1,3,1785,2,13,1849,167.968,4,0.2,62.988
2009,2016-06-04,2016-06-06,0,422,0,464,44,2,1050,1,12,1456,75.88,2,0.0,35.6636
1790,2016-09-18,2016-09-23,3,329,0,329,30,1,832,1,3,235,4.616,1,0.2,1.731
3085,2017-09-14,2017-09-17,2,738,0,215,20,0,1276,1,12,1530,19.05,3,0.0,8.763
4421,2015-04-26,2015-05-02,3,356,0,289,40,2,56,0,5,814,831.936,8,0.2,-114.3912
4421,2015-04-26,2015-05-02,3,356,0,289,40,2,267,0,9,1546,97.04,2,0.2,1.213
4421,2015-04-26,2015-05-02,3,356,0,289,40,2,1406,1,14,1382,72.784,1,0.2,-18.196
4806,2017-12-09,2017-12-11,0,418,1,207,41,0,809,1,3,542,1.248,3,0.8,-1.9344
4806,2017-12-09,2017-12-11,0,418,1,207,41,0,147,0,9,30,9.708,3,0.6,-5.8248
4806,2017-12-09,2017-12-11,0,418,1,207,41,0,1307,1,14,1449,27.24,3,0.2,2.724
4298,2014-11-26,2014-12-01,2,356,0,207,41,0,250,0,9,564,19.3,5,0.6,-14.475
2120,2016-06-12,2016-06-15,0,679,1,116,0,2,416,1,1,8,208.16,1,0.0,56.2032
2120,2016-06-12,2016-06-15,0,679,1,116,0,2,732,1,3,247,16.74,3,0.0,8.0352
478,2014-10-12,2014-10-16,3,226,0,438,3,3,542,1,2,1304,14.9,5,0.0,4.172
478,2014-10-12,2014-10-16,3,226,0,438,3,3,1368,1,14,1466,21.39,1,0.0,6.2031
1460,2015-09-03,2015-09-08,3,347,1,128,31,2,850,1,7,940,200.984,7,0.2,62.8075
4816,2017-11-13,2017-11-16,0,177,2,80,11,0,1398,1,14,1381,230.376,3,0.2,-48.9549
3595,2017-05-28,2017-05-30,2,603,0,93,38,2,63,0,5,1173,301.96,2,0.0,33.2156
3905,2017-10-26,2017-11-02,3,592,0,410,21,0,1513,2,0,1023,19.99,1,0.0,6.7966
3905,2017-10-26,2017-11-02,3,592,0,410,21,0,945,1,10,221,6.16,2,0.0,2.9568
2626,2016-04-05,2016-04-10,2,304,2,207,41,0,1391,1,14,582,158.368,7,0.2,13.8572
1843,2016-09-17,2016-09-22,3,406,1,266,3,3,632,1,2,1579,20.1,3,0.0,6.633
1843,2016-09-17,2016-09-22,3,406,1,266,3,3,1830,2,13,1244,73.584,2,0.2,8.2782
1843,2016-09-17,2016-09-22,3,406,1,266,3,3,1038,1,12,1787,6.48,1,0.0,3.1104
1454,2015-01-31,2015-02-05,2,415,0,300,21,0,1207,1,12,1791,12.96,2,0.0,6.2208
1454,2015-01-31,2015-02-05,2,415,0,300,21,0,272,0,9,1440,53.34,3,0.0,16.5354
1454,2015-01-31,2015-02-05,2,415,0,300,21,0,752,1,3,904,32.96,2,0.0,16.1504
4768,2017-11-06,2017-11-12,3,626,2,389,35,3,836,1,3,673,5.682,1,0.7,-3.788
4015,2017-11-09,2017-11-11,2,601,2,329,30,1,159,0,9,31,96.53,7,0.0,40.5426
3948,2017-06-17,2017-06-20,0,423,0,438,3,3,708,1,3,1573,51.312,3,0.2,17.9592
2457,2016-09-06,2016-09-11,3,276,1,427,21,0,385,1,1,637,77.88,6,0.0,22.5852
2606,2016-08-29,2016-09-02,3,623,2,80,11,0,1210,1,12,261,64.624,7,0.2,22.6184
2606,2016-08-29,2016-09-02,3,623,2,80,11,0,1506,2,0,1405,95.976,3,0.2,-10.7973
2606,2016-08-29,2016-09-02,3,623,2,80,11,0,743,1,3,255,1.788,3,0.8,-3.0396
2162,2016-12-01,2016-12-04,2,314,0,410,21,0,1246,1,12,1589,23.92,4,0.0,11.7208
4469,2015-11-13,2015-11-17,3,450,0,24,4,3,1500,2,0,1007,238.896,6,0.2,-26.8758
4469,2015-11-13,2015-11-17,3,450,0,24,4,3,283,0,9,511,102.36,3,0.2,-3.8385
4469,2015-11-13,2015-11-17,3,450,0,24,4,3,747,1,3,270,36.882,3,0.7,-25.8174
3179,2017-11-23,2017-11-28,3,389,0,74,31,2,1562,2,0,1078,74.112,8,0.2,17.6016
3179,2017-11-23,2017-11-28,3,389,0,74,31,2,1791,2,13,1478,27.992,1,0.2,2.0994
3179,2017-11-23,2017-11-28,3,389,0,74,31,2,482,1,2,1162,3.304,1,0.2,1.0738
1178,2015-10-15,2015-10-20,3,581,2,352,11,0,1477,2,0,1021,339.96,5,0.2,67.992
3742,2017-12-25,2017-12-30,3,183,1,329,30,1,202,0,9,1040,41.96,2,0.0,10.9096
2145,2016-11-03,2016-11-10,3,152,0,494,13,0,481,1,2,888,75.96,2,0.0,22.788
2145,2016-11-03,2016-11-10,3,152,0,494,13,0,797,1,3,237,27.24,6,0.0,13.3476
197,2014-08-25,2014-08-27,2,629,0,94,33,1,908,1,8,1197,40.096,14,0.2,14.5348
197,2014-08-25,2014-08-27,2,629,0,94,33,1,871,1,7,1340,4.72,2,0.2,1.652
197,2014-08-25,2014-08-27,2,629,0,94,33,1,1285,1,12,1707,23.976,3,0.2,7.4925
197,2014-08-25,2014-08-27,2,629,0,94,33,1,869,1,7,1581,130.464,6,0.2,44.0316
930,2015-03-02,2015-03-06,3,213,0,452,45,3,332,0,16,854,787.53,3,0.0,165.3813
4426,2015-04-05,2015-04-10,3,297,1,51,40,2,779,1,3,681,157.794,1,0.7,-115.7156
1755,2016-06-12,2016-06-15,0,678,0,521,6,1,214,0,9,160,47.04,3,0.0,18.3456
1755,2016-06-12,2016-06-15,0,678,0,521,6,1,794,1,3,499,30.84,4,0.0,13.878
1755,2016-06-12,2016-06-15,0,678,0,521,6,1,1317,1,14,461,226.56,6,0.0,63.4368
1755,2016-06-12,2016-06-15,0,678,0,521,6,1,868,1,7,773,115.02,9,0.0,51.759
1755,2016-06-12,2016-06-15,0,678,0,521,6,1,1821,2,13,944,68.04,7,0.0,19.7316
4314,2014-12-26,2014-12-28,2,15,2,207,41,0,118,0,5,743,600.558,3,0.3,-8.5794
4271,2014-09-20,2014-09-25,3,589,0,41,11,0,369,0,16,318,617.7,6,0.5,-407.682
4755,2017-11-05,2017-11-12,3,767,0,375,1,3,766,1,3,241,2.388,2,0.7,-1.8308
4755,2017-11-05,2017-11-12,3,767,0,375,1,3,1382,1,14,1572,243.992,7,0.2,30.499
4577,2016-11-06,2016-11-10,2,472,2,266,3,3,65,0,5,768,81.424,2,0.2,-9.1602
4577,2016-11-06,2016-11-10,2,472,2,266,3,3,270,0,9,558,238.56,3,0.0,26.2416
4985,2017-02-02,2017-02-05,0,242,1,94,33,1,1762,2,13,149,59.97,5,0.4,-11.994
4985,2017-02-02,2017-02-05,0,242,1,94,33,1,1168,1,12,1701,78.304,2,0.2,29.364
4985,2017-02-02,2017-02-05,0,242,1,94,33,1,925,1,8,1499,21.456,9,0.2,6.9732
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,1129,1,12,1738,20.04,3,0.0,9.6192
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,1121,1,12,1662,35.44,1,0.0,16.6568
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,506,1,2,1407,11.52,4,0.0,3.456
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,929,1,8,908,4.02,2,0.0,1.9698
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,837,1,3,722,76.176,3,0.2,26.6616
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,1430,1,15,670,65.88,6,0.0,18.4464
2399,2016-10-13,2016-10-19,3,451,0,418,3,3,192,0,9,1029,43.12,14,0.0,20.6976
1855,2016-09-05,2016-09-07,2,349,1,374,36,1,310,0,9,881,82.8,2,0.2,10.35
2939,2017-09-18,2017-09-23,3,691,1,438,3,3,500,1,2,1152,8.82,3,0.0,2.3814
2939,2017-09-18,2017-09-23,3,691,1,438,3,3,891,1,7,471,10.86,3,0.0,5.1042
2939,2017-09-18,2017-09-23,3,691,1,438,3,3,1259,1,12,1696,143.7,3,0.0,68.976
3903,2017-12-22,2017-12-27,3,687,0,210,23,0,396,1,1,1417,839.43,3,0.0,218.2518
934,2015-09-07,2015-09-12,3,317,0,364,3,3,1398,1,14,1381,671.93,7,0.0,20.1579
132,2014-10-22,2014-10-28,3,503,2,330,33,1,156,0,9,1442,93.888,4,0.2,12.9096
1928,2016-12-05,2016-12-09,3,357,1,156,47,0,1688,2,13,1271,384.45,11,0.0,103.8015
1928,2016-12-05,2016-12-09,3,357,1,156,47,0,1723,2,13,150,149.97,3,0.0,5.9988
1928,2016-12-05,2016-12-09,3,357,1,156,47,0,55,0,5,839,1951.84,8,0.0,585.552
1928,2016-12-05,2016-12-09,3,357,1,156,47,0,745,1,3,701,171.55,5,0.0,80.6285
2613,2016-03-13,2016-03-16,0,773,2,451,1,3,384,1,1,296,157.92,5,0.2,17.766
2613,2016-03-13,2016-03-16,0,773,2,451,1,3,1715,2,13,932,203.184,2,0.2,15.2388
1121,2015-05-31,2015-06-02,0,708,1,440,3,3,1141,1,12,1469,58.38,7,0.0,26.271
1121,2015-05-31,2015-06-02,0,708,1,440,3,3,1162,1,12,1665,105.52,4,0.0,48.5392
1121,2015-05-31,2015-06-02,0,708,1,440,3,3,1350,1,14,1543,80.88,6,0.0,21.0288
1040,2015-05-28,2015-06-03,3,566,2,452,45,3,522,1,2,1117,6.63,3,0.0,1.7901
62,2014-03-01,2014-03-06,2,190,0,452,45,3,118,0,5,743,457.568,2,0.2,51.4764
1923,2016-11-20,2016-11-24,3,571,0,134,34,0,979,1,10,229,14.62,2,0.0,6.8714
1923,2016-11-20,2016-11-24,3,571,0,134,34,0,1844,2,13,174,944.93,7,0.0,236.2325
2681,2016-05-11,2016-05-12,0,769,0,266,3,3,1186,1,12,1706,5.98,1,0.0,2.691
1052,2015-12-28,2015-12-31,2,269,0,374,36,1,1567,2,0,976,54.384,2,0.2,1.3596
2540,2016-11-16,2016-11-20,3,635,0,65,29,3,865,1,7,1493,28.4,5,0.0,13.348
1919,2016-11-07,2016-11-11,3,516,0,452,45,3,801,1,3,1636,27.68,2,0.2,9.688
483,2014-09-08,2014-09-12,3,90,0,434,41,0,618,1,2,276,9.936,3,0.2,2.7324
483,2014-09-08,2014-09-12,3,90,0,434,41,0,1624,2,11,985,8159.952,8,0.4,-1359.992
483,2014-09-08,2014-09-12,3,90,0,434,41,0,1325,1,14,1476,275.928,3,0.2,-58.6347
483,2014-09-08,2014-09-12,3,90,0,434,41,0,121,0,5,1363,1740.06,9,0.3,-24.858
483,2014-09-08,2014-09-12,3,90,0,434,41,0,556,1,2,1411,32.064,6,0.2,6.8136
483,2014-09-08,2014-09-12,3,90,0,434,41,0,428,1,1,950,177.98,5,0.8,-453.849
483,2014-09-08,2014-09-12,3,90,0,434,41,0,1823,2,13,930,143.976,3,0.2,8.9985
230,2014-08-05,2014-08-09,3,173,0,266,3,3,1064,1,12,106,20.94,3,0.0,9.8418
230,2014-08-05,2014-08-09,3,173,0,266,3,3,1085,1,12,1698,110.96,2,0.0,53.2608
230,2014-08-05,2014-08-09,3,173,0,266,3,3,111,0,5,771,340.144,7,0.2,21.259
4196,2014-09-14,2014-09-19,3,340,1,80,11,0,393,1,1,949,52.448,2,0.8,-131.12
4196,2014-09-14,2014-09-19,3,340,1,80,11,0,985,1,10,219,20.16,4,0.2,6.552
4942,2017-04-21,2017-04-25,2,696,0,207,41,0,433,1,1,54,97.264,4,0.8,-243.16
4362,2015-11-21,2015-11-23,2,356,0,330,33,1,128,0,5,1226,396.802,7,0.3,-11.3372
4362,2015-11-21,2015-11-23,2,356,0,330,33,1,1435,1,15,96,15.88,5,0.2,-3.7715
1294,2015-12-15,2015-12-19,3,379,2,329,30,1,535,1,2,1408,3.28,1,0.0,1.4104
761,2014-12-05,2014-12-09,2,214,1,116,11,0,1392,1,14,1541,24.816,2,0.2,1.8612
761,2014-12-05,2014-12-09,2,214,1,116,11,0,1589,2,0,917,408.744,7,0.2,76.6395
682,2014-11-19,2014-11-24,2,649,2,308,16,2,1804,2,13,46,503.96,4,0.0,131.0296
682,2014-11-19,2014-11-24,2,649,2,308,16,2,1854,2,13,1164,149.95,5,0.0,41.986
682,2014-11-19,2014-11-24,2,649,2,308,16,2,1527,2,0,791,29.0,2,0.0,7.25
1768,2016-11-28,2016-12-02,3,697,0,147,5,1,714,1,3,262,7.16,2,0.0,3.4368
277,2014-08-26,2014-08-30,3,287,2,266,3,3,1524,2,0,1404,176.8,8,0.0,22.984
2577,2016-07-16,2016-07-22,3,40,1,172,41,0,1336,1,14,1261,37.224,3,0.2,3.7224
2577,2016-07-16,2016-07-22,3,40,1,172,41,0,1141,1,12,1469,20.016,3,0.2,6.255
831,2015-10-12,2015-10-14,0,532,2,329,30,1,22,0,4,168,899.136,4,0.2,112.392
831,2015-10-12,2015-10-14,0,532,2,329,30,1,1730,2,13,890,71.76,6,0.0,20.0928
831,2015-10-12,2015-10-14,0,532,2,329,30,1,1017,1,12,1800,51.84,8,0.0,24.8832
831,2015-10-12,2015-10-14,0,532,2,329,30,1,20,0,4,167,626.352,3,0.2,46.9764
831,2015-10-12,2015-10-14,0,532,2,329,30,1,585,1,2,28,19.9,5,0.0,6.567
1213,2015-10-31,2015-11-06,3,551,1,399,3,3,860,1,7,1284,14.28,7,0.0,6.7116
484,2014-03-21,2014-03-25,3,125,0,187,33,1,625,1,2,331,7.408,2,0.2,1.2038
484,2014-03-21,2014-03-25,3,125,0,187,33,1,609,1,2,334,6.048,3,0.2,1.5876
2969,2017-11-06,2017-11-13,3,780,2,515,28,1,1338,1,14,507,46.26,3,0.0,12.0276
4834,2017-07-06,2017-07-13,3,285,1,374,36,1,653,1,3,1305,2.946,2,0.7,-2.2586
4834,2017-07-06,2017-07-13,3,285,1,374,36,1,1185,1,12,1649,16.056,3,0.2,5.8203
2913,2017-06-24,2017-06-29,3,484,0,2,33,1,1180,1,12,1471,21.744,3,0.2,6.795
419,2014-08-03,2014-08-05,0,108,0,120,4,3,367,0,16,364,218.75,2,0.5,-161.875
419,2014-08-03,2014-08-05,0,108,0,120,4,3,450,1,1,365,2.6,1,0.2,0.2925
4799,2017-12-17,2017-12-21,2,455,0,109,41,0,444,1,1,608,66.284,2,0.8,-178.9668
3331,2017-06-03,2017-06-07,3,326,1,156,40,2,242,0,9,548,35.168,7,0.2,9.6712
2988,2017-12-09,2017-12-14,3,458,0,519,3,3,1746,2,13,1167,444.768,4,0.2,44.4768
3518,2017-12-01,2017-12-07,3,371,0,423,20,0,1310,1,14,1553,83.92,4,0.0,5.8744
3518,2017-12-01,2017-12-07,3,371,0,423,20,0,1737,2,13,1241,131.98,2,0.0,35.6346
3518,2017-12-01,2017-12-07,3,371,0,423,20,0,766,1,3,241,15.92,4,0.0,7.4824
3518,2017-12-01,2017-12-07,3,371,0,423,20,0,902,1,8,123,52.29,9,0.0,16.2099
3518,2017-12-01,2017-12-07,3,371,0,423,20,0,1346,1,14,775,91.99,1,0.0,3.6796
819,2015-02-09,2015-02-13,2,541,1,109,41,0,1490,2,0,1073,20.8,2,0.2,6.5
1416,2015-01-02,2015-01-09,3,786,1,287,33,1,1007,1,10,214,23.68,2,0.2,8.88
1416,2015-01-02,2015-01-09,3,786,1,287,33,1,46,0,4,1180,452.45,5,0.5,-244.323
1416,2015-01-02,2015-01-09,3,786,1,287,33,1,1791,2,13,1478,62.982,3,0.4,-14.6958
1416,2015-01-02,2015-01-09,3,786,1,287,33,1,1625,2,11,431,1188.0,9,0.7,-950.4
1416,2015-01-02,2015-01-09,3,786,1,287,33,1,1460,2,0,1463,89.584,2,0.2,4.4792
2167,2016-10-28,2016-11-01,3,370,0,266,3,3,1336,1,14,1261,93.06,6,0.0,26.0568
2167,2016-10-28,2016-11-01,3,370,0,266,3,3,1776,2,13,114,302.376,3,0.2,22.6782
1691,2015-12-24,2015-12-27,0,341,0,126,33,1,906,1,8,1196,5.584,2,0.2,1.8148
1691,2015-12-24,2015-12-27,0,341,0,126,33,1,1243,1,12,1614,22.704,6,0.2,8.2302
1691,2015-12-24,2015-12-27,0,341,0,126,33,1,752,1,3,904,19.776,4,0.7,-13.8432
1691,2015-12-24,2015-12-27,0,341,0,126,33,1,140,0,9,623,72.704,4,0.2,19.0848
1691,2015-12-24,2015-12-27,0,341,0,126,33,1,1632,2,11,1522,479.988,4,0.7,-383.9904
1691,2015-12-24,2015-12-27,0,341,0,126,33,1,539,1,2,1491,27.168,2,0.2,2.7168
1623,2015-08-09,2015-08-16,3,236,1,123,20,0,502,1,2,1414,2.2,1,0.0,0.968
1623,2015-08-09,2015-08-16,3,236,1,123,20,0,358,0,16,317,622.45,5,0.0,136.939
1623,2015-08-09,2015-08-16,3,236,1,123,20,0,1371,1,14,1352,21.98,1,0.0,0.2198
4448,2015-02-28,2015-03-04,3,776,0,93,40,2,131,0,5,762,161.568,2,0.2,-28.2744
4448,2015-02-28,2015-03-04,3,776,0,93,40,2,123,0,5,764,389.696,8,0.2,43.8408
4322,2014-09-13,2014-09-17,3,245,1,74,31,2,706,1,3,690,18.648,7,0.7,-12.432
4722,2017-04-07,2017-04-12,3,177,2,473,8,2,331,0,16,377,233.86,2,0.45,-102.048
4722,2017-04-07,2017-04-12,3,177,2,473,8,2,355,0,16,368,620.6145,3,0.45,-248.2458
4722,2017-04-07,2017-04-12,3,177,2,473,8,2,706,1,3,690,5.328,2,0.7,-3.552
4722,2017-04-07,2017-04-12,3,177,2,473,8,2,284,0,9,1540,258.072,3,0.2,0.0
4722,2017-04-07,2017-04-12,3,177,2,473,8,2,1569,2,0,1025,617.976,3,0.2,-7.7247
4004,2017-11-12,2017-11-16,3,191,1,448,3,3,1171,1,12,1831,10.56,2,0.0,4.752
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,1214,1,12,1746,25.92,5,0.2,9.396
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,158,0,9,1036,419.68,5,0.6,-356.728
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,297,0,9,1497,11.688,3,0.6,-4.6752
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,1679,2,13,1313,31.984,2,0.2,11.1944
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,344,0,16,943,177.225,5,0.5,-120.513
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,226,0,9,545,4.044,3,0.6,-2.8308
2592,2016-06-04,2016-06-09,2,434,0,80,11,0,625,1,2,331,7.408,2,0.2,1.2038
395,2014-06-01,2014-06-06,2,240,2,239,21,0,118,0,5,743,2001.86,7,0.0,580.5394
395,2014-06-01,2014-06-06,2,240,2,239,21,0,1362,1,14,1383,166.72,2,0.0,41.68
395,2014-06-01,2014-06-06,2,240,2,239,21,0,1249,1,12,109,47.88,6,0.0,23.94
395,2014-06-01,2014-06-06,2,240,2,239,21,0,439,1,1,859,1503.25,5,0.0,496.0725
395,2014-06-01,2014-06-06,2,240,2,239,21,0,1017,1,12,1800,25.92,4,0.0,12.4416
2545,2016-12-10,2016-12-15,2,463,0,438,3,3,99,0,5,759,321.568,2,0.2,28.1372
2401,2016-09-11,2016-09-17,3,420,0,437,3,3,1271,1,12,1653,7.61,1,0.0,3.5767
2401,2016-09-11,2016-09-17,3,420,0,437,3,3,1569,2,0,1025,3347.37,13,0.0,636.0003
2427,2016-12-10,2016-12-13,0,219,0,329,30,1,1331,1,14,651,80.58,6,0.0,22.5624
2427,2016-12-10,2016-12-13,0,219,0,329,30,1,884,1,7,1583,361.92,4,0.0,162.864
4476,2015-11-28,2015-12-04,3,233,1,80,11,0,226,0,9,545,12.132,9,0.6,-8.4924
4476,2015-11-28,2015-12-04,3,233,1,80,11,0,1415,1,14,291,82.368,2,0.2,-19.5624
4476,2015-11-28,2015-12-04,3,233,1,80,11,0,1350,1,14,1543,53.92,5,0.2,4.044
4476,2015-11-28,2015-12-04,3,233,1,80,11,0,1733,2,13,1011,647.904,6,0.2,56.6916
4065,2017-12-01,2017-12-03,2,136,0,329,30,1,1464,2,0,1375,20.37,3,0.0,6.9258
4065,2017-12-01,2017-12-03,2,136,0,329,30,1,1380,1,14,1380,221.55,3,0.0,6.6465
4065,2017-12-01,2017-12-03,2,136,0,329,30,1,774,1,3,49,17.52,5,0.2,6.132
4953,2017-06-08,2017-06-12,3,243,1,364,41,0,418,1,1,605,1.624,2,0.8,-4.466
4208,2014-09-19,2014-09-21,2,666,1,207,41,0,1624,2,11,985,3059.982,3,0.4,-509.997
